file,line,api,classification,has_full_consumption_check,reason,evidence_snippet
/home/wen/work/clean_sources/openssl-3.5.5/crypto/asn1/d2i_pr.c,213,d2i_PKCS8_PRIV_KEY_INFO,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"205:      * can just count the elements.
206:      */
207:     if (sk_ASN1_TYPE_num(inkey) == 6) {
208:         keytype = EVP_PKEY_DSA;
209:     } else if (sk_ASN1_TYPE_num(inkey) == 4) {
210:         keytype = EVP_PKEY_EC;
211:     } else if (sk_ASN1_TYPE_num(inkey) == 3) { /* This seems to be PKCS8, not
212:                                                 * traditional format */
213:         PKCS8_PRIV_KEY_INFO *p8 = d2i_PKCS8_PRIV_KEY_INFO(NULL, &p, length);
214:         EVP_PKEY *ret;
215: 
216:         sk_ASN1_TYPE_pop_free(inkey, ASN1_TYPE_free);
217:         if (p8 == NULL) {
218:             ERR_raise(ERR_LIB_ASN1, ASN1_R_UNSUPPORTED_PUBLIC_KEY_TYPE);
219:             return NULL;
220:         }
221:         ret = evp_pkcs82pkey_legacy(p8, libctx, propq);"
/home/wen/work/clean_sources/openssl-3.5.5/crypto/evp/evp_pkey.c,148,d2i_PKCS8_PRIV_KEY_INFO,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"140:         if ((ctx = OSSL_ENCODER_CTX_new_for_pkey(pkey, selection,
141:                  ""DER"", ""PrivateKeyInfo"",
142:                  NULL))
143:                 == NULL
144:             || !OSSL_ENCODER_to_data(ctx, &der, &derlen))
145:             goto error;
146: 
147:         pp = der;
148:         p8 = d2i_PKCS8_PRIV_KEY_INFO(NULL, &pp, (long)derlen);
149:         OPENSSL_free(der);
150:         if (p8 == NULL)
151:             goto error;
152:     } else {
153:         p8 = PKCS8_PRIV_KEY_INFO_new();
154:         if (p8 == NULL) {
155:             ERR_raise(ERR_LIB_EVP, ERR_R_ASN1_LIB);
156:             return NULL;"
/home/wen/work/clean_sources/openssl-3.5.5/crypto/pem/pem_pkey.c,138,d2i_PKCS8_PRIV_KEY_INFO,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"130:         }
131:     }
132:     ERR_clear_last_mark();
133:     p = data;
134: 
135:     if (strcmp(nm, PEM_STRING_PKCS8INF) == 0) {
136:         PKCS8_PRIV_KEY_INFO *p8inf;
137: 
138:         if ((p8inf = d2i_PKCS8_PRIV_KEY_INFO(NULL, &p, len)) == NULL)
139:             goto p8err;
140:         ret = evp_pkcs82pkey_legacy(p8inf, libctx, propq);
141:         if (x != NULL) {
142:             EVP_PKEY_free(*x);
143:             *x = ret;
144:         }
145:         PKCS8_PRIV_KEY_INFO_free(p8inf);
146:     } else if (strcmp(nm, PEM_STRING_PKCS8) == 0) {"
/home/wen/work/clean_sources/openssl-3.5.5/crypto/store/store_result.c,384,d2i_PKCS8_PRIV_KEY_INFO,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"376: 
377:         /*
378:          * If the encrypted PKCS#8 couldn't be decrypted,
379:          * |der| is NULL
380:          */
381:         if (der != NULL) {
382:             /* Try to unpack an unencrypted PKCS#8, that's easy */
383:             derp = der;
384:             p8info = d2i_PKCS8_PRIV_KEY_INFO(NULL, &derp, der_len);
385: 
386:             if (p8info != NULL) {
387:                 pk = EVP_PKCS82PKEY_ex(p8info, libctx, propq);
388:                 PKCS8_PRIV_KEY_INFO_free(p8info);
389:             }
390:         }
391: 
392:         if (pk != NULL)"
/home/wen/work/clean_sources/openssl-3.5.5/engines/e_loader_attic.c,525,d2i_PKCS8_PRIV_KEY_INFO,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"517:     const char *propq)
518: {
519:     OSSL_STORE_INFO *store_info = NULL;
520:     EVP_PKEY *pkey = NULL;
521:     const EVP_PKEY_ASN1_METHOD *ameth = NULL;
522: 
523:     if (pem_name != NULL) {
524:         if (strcmp(pem_name, PEM_STRING_PKCS8INF) == 0) {
525:             PKCS8_PRIV_KEY_INFO *p8inf = d2i_PKCS8_PRIV_KEY_INFO(NULL, &blob, len);
526: 
527:             *matchcount = 1;
528:             if (p8inf != NULL)
529:                 pkey = EVP_PKCS82PKEY_ex(p8inf, libctx, propq);
530:             PKCS8_PRIV_KEY_INFO_free(p8inf);
531:         } else {
532:             int slen;
533:             int pkey_id;"
/home/wen/work/clean_sources/openssl-3.5.5/providers/implementations/encode_decode/decode_der2key.c,140,d2i_PKCS8_PRIV_KEY_INFO,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"132: static void *der2key_decode_p8(const unsigned char **input_der,
133:     long input_der_len, struct der2key_ctx_st *ctx,
134:     key_from_pkcs8_t *key_from_pkcs8)
135: {
136:     PKCS8_PRIV_KEY_INFO *p8inf = NULL;
137:     const X509_ALGOR *alg = NULL;
138:     void *key = NULL;
139: 
140:     if ((p8inf = d2i_PKCS8_PRIV_KEY_INFO(NULL, input_der, input_der_len)) != NULL
141:         && PKCS8_pkey_get0(NULL, NULL, NULL, &alg, p8inf)
142:         && (OBJ_obj2nid(alg->algorithm) == ctx->desc->evp_type
143:             /* Allow decoding sm2 private key with id_ecPublicKey */
144:             || (OBJ_obj2nid(alg->algorithm) == NID_X9_62_id_ecPublicKey
145:                 && ctx->desc->evp_type == NID_sm2)))
146:         key = key_from_pkcs8(p8inf, PROV_LIBCTX_OF(ctx->provctx), ctx->propq);
147:     PKCS8_PRIV_KEY_INFO_free(p8inf);
148: "
/home/wen/work/clean_sources/openssl-3.5.5/providers/implementations/encode_decode/decode_der2key.c,651,d2i_PKCS8_PRIV_KEY_INFO,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"643: {
644:     SLH_DSA_KEY *key = NULL, *ret = NULL;
645:     OSSL_LIB_CTX *libctx = PROV_LIBCTX_OF(ctx->provctx);
646:     PKCS8_PRIV_KEY_INFO *p8inf = NULL;
647:     const unsigned char *p;
648:     const X509_ALGOR *alg = NULL;
649:     int plen, ptype;
650: 
651:     if ((p8inf = d2i_PKCS8_PRIV_KEY_INFO(NULL, der, der_len)) == NULL
652:         || !PKCS8_pkey_get0(NULL, &p, &plen, &alg, p8inf))
653:         goto end;
654: 
655:     /* Algorithm parameters must be absent. */
656:     if ((X509_ALGOR_get0(NULL, &ptype, NULL, alg), ptype != V_ASN1_UNDEF)) {
657:         ERR_raise_data(ERR_LIB_PROV, PROV_R_UNEXPECTED_KEY_PARAMETERS,
658:             ""unexpected parameters with a PKCS#8 %s private key"",
659:             ctx->desc->keytype_name);"
/home/wen/work/clean_sources/openssl-3.5.5/providers/implementations/encode_decode/decode_epki2pki.c,161,d2i_PKCS8_PRIV_KEY_INFO,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"153:         }
154:         X509_SIG_free(p8);
155:     } else {
156:         ERR_pop_to_mark();
157:     }
158: 
159:     ERR_set_mark();
160:     pder = der;
161:     p8inf = d2i_PKCS8_PRIV_KEY_INFO(NULL, &pder, der_len);
162:     ERR_pop_to_mark();
163: 
164:     if (p8inf != NULL && PKCS8_pkey_get0(NULL, NULL, NULL, &alg, p8inf)) {
165:         /*
166:          * We have something and recognised it as PrivateKeyInfo, so let's
167:          * pass all the applicable data to the callback.
168:          */
169:         char keytype[OSSL_MAX_NAME_SIZE];"
/home/wen/work/clean_sources/openssl-3.5.5/providers/implementations/encode_decode/ml_dsa_codecs.c,425,d2i_PKCS8_PRIV_KEY_INFO,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"417:     const uint8_t *priv = NULL;
418: 
419:     /* Which ML-DSA variant? */
420:     if ((v = ossl_ml_dsa_params_get(evp_type)) == NULL
421:         || (codec = ml_dsa_get_codec(evp_type)) == NULL)
422:         return 0;
423: 
424:     /* Extract the key OID and any parameters. */
425:     if ((p8inf = d2i_PKCS8_PRIV_KEY_INFO(NULL, &prvenc, prvlen)) == NULL)
426:         return 0;
427:     /* Shortest prefix is 4 bytes: seq tag/len  + octet string tag/len */
428:     if (!PKCS8_pkey_get0(NULL, &buf, &len, &alg, p8inf))
429:         goto end;
430:     /* Bail out early if this is some other key type. */
431:     if (OBJ_obj2nid(alg->algorithm) != evp_type)
432:         goto end;
433: "
/home/wen/work/clean_sources/openssl-3.5.5/providers/implementations/encode_decode/ml_kem_codecs.c,292,d2i_PKCS8_PRIV_KEY_INFO,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"284:     uint16_t seed_magic;
285: 
286:     /* Which ML-KEM variant? */
287:     if ((v = ossl_ml_kem_get_vinfo(evp_type)) == NULL
288:         || (codec = ml_kem_get_codec(evp_type)) == NULL)
289:         return 0;
290: 
291:     /* Extract the key OID and any parameters. */
292:     if ((p8inf = d2i_PKCS8_PRIV_KEY_INFO(NULL, &prvenc, prvlen)) == NULL)
293:         return 0;
294:     /* Shortest prefix is 4 bytes: seq tag/len  + octet string tag/len */
295:     if (!PKCS8_pkey_get0(NULL, &buf, &len, &alg, p8inf))
296:         goto end;
297:     /* Bail out early if this is some other key type. */
298:     if (OBJ_obj2nid(alg->algorithm) != evp_type)
299:         goto end;
300: "
/home/wen/work/clean_sources/openssl-3.5.5/test/endecode_test.c,532,d2i_PKCS8_PRIV_KEY_INFO,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"524:     test_output_string(label, data, data_len - 1);
525: }
526: 
527: static int check_unprotected_PKCS8_DER(const char *file, const int line,
528:     const char *type,
529:     const void *data, size_t data_len)
530: {
531:     const unsigned char *datap = data;
532:     PKCS8_PRIV_KEY_INFO *p8inf = d2i_PKCS8_PRIV_KEY_INFO(NULL, &datap, data_len);
533:     int ok = 0;
534: 
535:     if (TEST_FL_ptr(p8inf)) {
536:         EVP_PKEY *pkey = EVP_PKCS82PKEY_ex(p8inf, testctx, testpropq);
537:         char *namelist = NULL;
538: 
539:         if (TEST_FL_ptr(pkey)) {
540:             if (!(ok = TEST_FL_true(EVP_PKEY_is_a(pkey, type)))) {"
/home/wen/work/clean_sources/openssl-3.5.5/test/evp_extra_test.c,2292,d2i_PKCS8_PRIV_KEY_INFO,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"2284: 
2285: static int test_EVP_PKCS82PKEY(void)
2286: {
2287:     int ret = 0;
2288:     const unsigned char *derp = kExampleBadECKeyDER;
2289:     PKCS8_PRIV_KEY_INFO *p8inf = NULL;
2290:     EVP_PKEY *pkey = NULL;
2291: 
2292:     if (!TEST_ptr(p8inf = d2i_PKCS8_PRIV_KEY_INFO(NULL, &derp,
2293:                       sizeof(kExampleBadECKeyDER))))
2294:         goto done;
2295: 
2296:     if (!TEST_ptr_eq(derp,
2297:             kExampleBadECKeyDER + sizeof(kExampleBadECKeyDER)))
2298:         goto done;
2299: 
2300:     if (!TEST_ptr_null(pkey = EVP_PKCS82PKEY(p8inf)))"
/home/wen/work/clean_sources/openssl-3.5.5/test/fake_rsaprov.c,830,d2i_PKCS8_PRIV_KEY_INFO,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"822: static void *fake_rsa_der2key_decode_p8(const unsigned char **input_der,
823:     long input_der_len, struct der2key_ctx_st *ctx,
824:     key_from_pkcs8_t *key_from_pkcs8)
825: {
826:     PKCS8_PRIV_KEY_INFO *p8inf = NULL;
827:     const X509_ALGOR *alg = NULL;
828:     void *key = NULL;
829: 
830:     if ((p8inf = d2i_PKCS8_PRIV_KEY_INFO(NULL, input_der, input_der_len)) != NULL
831:         && PKCS8_pkey_get0(NULL, NULL, NULL, &alg, p8inf)
832:         && OBJ_obj2nid(alg->algorithm) == ctx->desc->evp_type)
833:         key = key_from_pkcs8(p8inf, PROV_FAKE_RSA_LIBCTX_OF(ctx->provctx), NULL);
834:     PKCS8_PRIV_KEY_INFO_free(p8inf);
835: 
836:     return key;
837: }
838: "
/home/wen/work/clean_sources/openssl-3.5.5/test/tls-provider.c,2217,d2i_PKCS8_PRIV_KEY_INFO,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"2209: static void *xor_der2key_decode_p8(const unsigned char **input_der,
2210:     long input_der_len, struct der2key_ctx_st *ctx,
2211:     key_from_pkcs8_t *key_from_pkcs8)
2212: {
2213:     PKCS8_PRIV_KEY_INFO *p8inf = NULL;
2214:     const X509_ALGOR *alg = NULL;
2215:     void *key = NULL;
2216: 
2217:     if ((p8inf = d2i_PKCS8_PRIV_KEY_INFO(NULL, input_der, input_der_len)) != NULL
2218:         && PKCS8_pkey_get0(NULL, NULL, NULL, &alg, p8inf)
2219:         && OBJ_obj2nid(alg->algorithm) == ctx->desc->evp_type)
2220:         key = key_from_pkcs8(p8inf, PROV_XOR_LIBCTX_OF(ctx->provctx), NULL);
2221:     PKCS8_PRIV_KEY_INFO_free(p8inf);
2222: 
2223:     return key;
2224: }
2225: "
/home/wen/work/clean_sources/openssl-3.5.5/crypto/ct/ct_b64.c,154,d2i_PUBKEY,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"146: 
147:     pkey_der_len = ct_base64_decode(pkey_base64, &pkey_der);
148:     if (pkey_der_len < 0) {
149:         ERR_raise(ERR_LIB_CT, CT_R_LOG_CONF_INVALID_KEY);
150:         return 0;
151:     }
152: 
153:     p = pkey_der;
154:     pkey = d2i_PUBKEY_ex(NULL, &p, pkey_der_len, libctx, propq);
155:     OPENSSL_free(pkey_der);
156:     if (pkey == NULL) {
157:         ERR_raise(ERR_LIB_CT, CT_R_LOG_CONF_INVALID_KEY);
158:         return 0;
159:     }
160: 
161:     *ct_log = CTLOG_new_ex(pkey, name, libctx, propq);
162:     if (*ct_log == NULL) {"
/home/wen/work/clean_sources/openssl-3.5.5/engines/e_loader_attic.c,657,d2i_PUBKEY,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"649: 
650:     if (pem_name != NULL) {
651:         if (strcmp(pem_name, PEM_STRING_PUBLIC) != 0)
652:             /* No match */
653:             return NULL;
654:         *matchcount = 1;
655:     }
656: 
657:     if ((pkey = d2i_PUBKEY(NULL, &blob, len)) != NULL) {
658:         *matchcount = 1;
659:         store_info = OSSL_STORE_INFO_new_PUBKEY(pkey);
660:     }
661: 
662:     return store_info;
663: }
664: 
665: static FILE_HANDLER PUBKEY_handler = {"
/home/wen/work/clean_sources/openssl-3.5.5/ssl/ssl_asn1.c,347,d2i_PUBKEY,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"339:     EVP_PKEY_free(ret->peer_rpk);
340:     ret->peer_rpk = NULL;
341:     if (as->peer_rpk != NULL) {
342:         const unsigned char *data = as->peer_rpk->data;
343: 
344:         /*
345:          * |data| is incremented; we don't want to lose original ptr
346:          */
347:         ret->peer_rpk = d2i_PUBKEY_ex(NULL, &data, as->peer_rpk->length, libctx, propq);
348:         if (ret->peer_rpk == NULL)
349:             goto err;
350:     }
351: 
352:     if (!ssl_session_memcpy(ret->sid_ctx, &ret->sid_ctx_length,
353:             as->session_id_context, SSL_MAX_SID_CTX_LENGTH))
354:         goto err;
355: "
/home/wen/work/clean_sources/openssl-3.5.5/ssl/statem/statem_lib.c,1281,d2i_PUBKEY,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"1273:         spki_len = cert_len;
1274:     }
1275: 
1276:     if (!PACKET_get_bytes(pkt, &spki, spki_len)) {
1277:         SSLfatal(sc, SSL_AD_DECODE_ERROR, SSL_R_LENGTH_MISMATCH);
1278:         goto err;
1279:     }
1280:     spkistart = spki;
1281:     if ((pkey = d2i_PUBKEY_ex(NULL, &spki, spki_len, sctx->libctx, sctx->propq)) == NULL
1282:         || spki != (spkistart + spki_len)) {
1283:         SSLfatal(sc, SSL_AD_DECODE_ERROR, SSL_R_LENGTH_MISMATCH);
1284:         goto err;
1285:     }
1286:     if (EVP_PKEY_missing_parameters(pkey)) {
1287:         SSLfatal(sc, SSL_AD_INTERNAL_ERROR,
1288:             SSL_R_UNABLE_TO_FIND_PUBLIC_KEY_PARAMETERS);
1289:         goto err;"
/home/wen/work/clean_sources/openssl-3.5.5/ssl/t1_trce.c,1351,d2i_PUBKEY,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"1343:     if (msglen < clen + 3)
1344:         return 0;
1345: 
1346:     msg += 3;
1347: 
1348:     BIO_indent(bio, indent, 80);
1349:     BIO_printf(bio, ""raw_public_key, length=%d\n"", (int)clen);
1350: 
1351:     pkey = d2i_PUBKEY_ex(NULL, &msg, clen, ssl->ctx->libctx, ssl->ctx->propq);
1352:     if (pkey == NULL)
1353:         return 0;
1354:     EVP_PKEY_print_public(bio, pkey, indent + 2, NULL);
1355:     EVP_PKEY_free(pkey);
1356:     *pmsg += clen + 3;
1357:     *pmsglen -= clen + 3;
1358:     return 1;
1359: }"
/home/wen/work/clean_sources/openssl-3.5.5/test/dhtest.c,926,d2i_PUBKEY,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"918:  * Loading a named group should not overwrite the private value length field.
919:  */
920: static int dh_load_pkcs3_namedgroup_privlen_test(void)
921: {
922:     int ret, privlen = 0;
923:     EVP_PKEY *pkey = NULL;
924:     const unsigned char *p = dh_pub_der;
925: 
926:     ret = TEST_ptr(pkey = d2i_PUBKEY_ex(NULL, &p, sizeof(dh_pub_der),
927:                        NULL, NULL))
928:         && TEST_true(EVP_PKEY_get_int_param(pkey, OSSL_PKEY_PARAM_DH_PRIV_LEN,
929:             &privlen))
930:         && TEST_int_eq(privlen, 1024);
931: 
932:     EVP_PKEY_free(pkey);
933:     return ret;
934: }"
/home/wen/work/clean_sources/openssl-3.5.5/test/endecoder_legacy_test.c,660,d2i_PUBKEY,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"652:     if (test_stanza->i2d_PUBKEY != NULL) {
653:         int selection = OSSL_KEYMGMT_SELECT_PUBLIC_KEY
654:             | OSSL_KEYMGMT_SELECT_ALL_PARAMETERS;
655:         const char *structure = ""SubjectPublicKeyInfo"";
656: 
657:         TEST_info(""Test OSSL_ENCODER against i2d_{TYPE}_PUBKEY for %s, %s"",
658:             test_stanza->keytype, structure);
659:         if (!test_DER(key->keytype, key->evp_type, legacy_obj,
660:                 test_stanza->i2d_PUBKEY, test_stanza->d2i_PUBKEY,
661:                 EVP_PKEY_eq, EVP_PKEY_print_public,
662:                 pkey, selection, structure))
663:             ok = 0;
664:     }
665: end:
666:     EVP_PKEY_free(downgraded_pkey);
667:     return ok;
668: }"
/home/wen/work/clean_sources/openssl-3.5.5/test/provider_pkey_test.c,755,d2i_PUBKEY,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"747:             goto end;
748:         EVP_PKEY_free(pkey);
749:         pkey = NULL;
750: 
751:         /* Decoding a DER-encoded X509_PUBKEY uses the properties to select the right provider */
752:         if (!TEST_int_eq(reset_ctx_providers(&my_libctx, providers, libctx_prop), 1))
753:             goto end;
754:         p = encoded_pub;
755:         if (!TEST_ptr(pkey = d2i_PUBKEY_ex(NULL, &p, len_pub, my_libctx, explicit_prop))
756:             || !TEST_ptr_eq(EVP_PKEY_get0_provider(pkey), *curr_provider))
757:             goto end;
758:         EVP_PKEY_free(pkey);
759:         pkey = NULL;
760: 
761:         /* Decoding a PKCS8_PRIV_KEY_INFO uses the properties to select the right provider */
762:         if (!TEST_int_eq(reset_ctx_providers(&my_libctx, providers, libctx_prop), 1))
763:             goto end;"
/home/wen/work/clean_sources/openssl-3.5.5/test/x509_test.c,301,d2i_PUBKEY,potential_misuse,false,nearby code appears to check parse success without full-consumption check,"293: 
294:     cnt = test_get_argument_count();
295:     if (cnt != 1) {
296:         TEST_error(""Must specify a certificate file self-signed with RSA-PSS.\n"");
297:         return 0;
298:     }
299: 
300:     p = pubkeydata;
301:     pubkey = d2i_PUBKEY(NULL, &p, sizeof(pubkeydata));
302: 
303:     p = privkeydata;
304:     privkey = d2i_PrivateKey(EVP_PKEY_EC, NULL, &p, sizeof(privkeydata));
305: 
306:     if (pubkey == NULL || privkey == NULL) {
307:         BIO_printf(bio_err, ""Failed to create keys\n"");
308:         return 0;
309:     }"
